,Название,Регион,Город,Район,Адрес,Индекс,Телефон,Мобильный телефон,Email,Email с сайта,Сайт,Рубрика,Подрубрика,Способы оплаты,vkontakte,twitter,facebook,skype,icq,odnoklassniki,youtube,instagram,latitude,longitude,coordinates,date_start_statistic,status,category,revenue,dist_to_closest_conquer,dist_to_closer_metro,metro_name,close_metro_coords,closer_metro_area,closer_metro_area_densyty,dist_to_closer_ostanovk,ostanovka_transp,ostanovka_coord,square,chisl,количество жителей в радиусе до конкурента методом домов,количество жителей в радиусе 2 км методом домов,население на 1 конкурента в радиусе 2 км методом по домам,количество конкурентов в радиусе 2 км,население на 1 конкурента в радиусе 2 км методом плотности,колич крупн торгово-офисн центр рядом,dist_to_conquer_aprise,dist_to_closer_metro_aprise,chisl_apprise,dist_to_close_ost_apr,среднее расстояние до метро по действ точкам,среднее расстояние до конкурента по действ точкам,среднея численность в радиусе до конкурента по действ точкам,rating,площадь объекта,coords,Класс:
1905,"MMC, многопрофильный медицинский центр",Московская область,Москва,Даниловский район,"Восточная, 15/6",115280.0,7 (499) 288-07-09,,,info@mmclinic.ru,http://mmclinic.ru,"Красота / Здоровье, Медицинские услуги","Диагностические центры, Медицинские анализы, Многопрофильные медицинские центры, Пластическая хирургия, Стоматологические центры, Услуги дерматовенеролога, Услуги кардиолога, Услуги косметолога, Услуги офтальмолога, Услуги уролога / андролога, Центры диетологии / нутрициологии","Расчёт по картам, Наличный расчёт, Оплата через банк, Оплата через Интернет",https://vk.com/mmclinic,,https://facebook.com/clinicammc,,,https://ok.ru/group/53776419324119,https://youtube.com/channel/UCsrfLgJTqzOdgAi1W-2XZRQ,https://instagram.com/mmclinic.ru,55.711532,37.658581,"[55.711532, 37.658581]",09.02.2020,old,expensive,437 877 тыс. руб. в год,295.4631772348452,554.2183792754249,Автозаводская,"[55.706634, 37.657008]",Даниловский,7414.0,55.338107350898845,З-д Динамо,"[55.71104679, 37.65877189]",274117.255779368,2032.3053343482343,1300.0119402985076,172338.50149253733,3191.453731343284,54.0,472.69916665581155,5.0,,,,,,,,,,,
1906,Доктор Лэнд,Московская область,Москва,Таганский район,"Краснохолмская Набережная, 13 ст1",115172.0,,"7-968-403-39-96, 7-926-480-02-54",,,,Медицинские услуги,"Стоматологические центры, Услуги гинеколога, Услуги кардиолога, Услуги невролога, Услуги терапевта","Наличный расчёт, Оплата через банк",,,,,,,,,55.735423,37.651724,"[55.735423, 37.651724]",09.02.2020,old,midle,22 240 тыс. руб. в год,50.04640335711163,436.83316146261257,Таганская,"[55.739199, 37.653613]",Таганский,15099.0,187.56183371418723,Народная ул.,"[55.73672153, 37.64982183]",7864.577415405723,118.74725439521102,4742.776119402985,216620.15820895522,1705.6705370783875,127.0,11.743822954361027,4.0,,,,,,,,,,,
1907,"ЛИДЕР, медицинский центр",Московская область,Москва,Чертаново Южное район,"Варшавское шоссе, 152 к2",117405.0,"7 (495) 389-43-00, 7 (495) 389-70-33",7-903-625-22-29,,lider.medtsenter@yandex.ru,http://liderdenta.ru,"Красота / Здоровье, Медицинские услуги","Медицинские анализы, Многопрофильные медицинские центры, Стоматологические центры, Услуги массажиста","Расчёт по картам, Наличный расчёт",,,,,,,,,55.5912,37.598379,"[55.5912, 37.598379]",09.02.2020,old,midle,103 742 тыс. руб. в год,39.938141319725226,541.1005140614012,Улица академика Янгеля,"[55.595883, 37.600675]",Чертаново Южное,15999.0,218.94026159866092,Ул. Кирпичные Выемки,"[55.58926756, 37.59902258]",5008.473114713439,80.13056136230031,3629.8298507462687,201947.78507462688,9616.561194029851,21.0,47.925707176690096,1.0,,,,,,,,,,,
1908,"Лайк Клиник, компания",Московская область,Москва,Дорогомилово район,"Кутузовский проспект, 45",121170.0,7 (495) 203-11-66,7-926-251-23-45,,,http://n2672.stmatlg.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,https://instagram.com/like_clinic,55.737059,37.525931,"[55.737059, 37.525931]",09.02.2020,old,midle,381 429 тыс. руб. в год,126.47690244484325,574.4336581160305,Парк Победы,"[55.736164, 37.516925]",Дорогомилово,9417.0,129.70299768818558,Панорама Бородинская битва,"[55.73799876, 37.52715127]",50228.717515413126,473.0038328426454,3231.134328358209,135834.24179104477,3018.5387064676615,45.0,132.02062534452503,4.0,,,,,,,,,,,
1909,"Dr.Elmar, лаборатория улыбок",Московская область,Москва,Хамовники район,"Оболенский переулок, 9 к8",119034.0,7 (495) 005-57-67,,,hello@drelmar.ru,http://drelmar.ru,"Красота / Здоровье, Медицинские услуги","Ногтевые студии, Парикмахерские, Стоматологические центры, Студии загара, Услуги косметолога, Услуги массажиста, Услуги по уходу за ресницами / бровями","Расчёт по картам, Наличный расчёт, Оплата через банк, Оплата через Интернет",https://vk.com/dr.elmar,,https://facebook.com/doctor.Elmar,,,,https://youtube.com/channel/UCwvnCUkNfPtTxqxqOWfdvfQ,https://instagram.com/dr.elmarr,55.730876,37.5808,"[55.730876, 37.5808]",09.02.2020,old,expensive,343 207 тыс. руб. в год,106.8975966695493,406.79400422023986,Фрунзенская,"[55.727232, 37.580328]",Хамовники,10790.0,322.4110781685605,1-я Фрунзенская ул.,"[55.72842699, 37.58353851]",35881.08198549851,387.1568746235289,1951.9074626865672,146706.72537313434,1333.6975033921303,110.0,44.206275866104754,5.0,,,,,,,,,,,
1910,"Dentium, стоматологический центр",Московская область,Москва,Черёмушки район,"Перекопская, 34 к2",117461.0,7 (495) 196-00-40,7-929-948-60-60,,dentium-stom@mail.ru,http://dentium-stom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.663244,37.565743,"[55.663244, 37.565743]",09.02.2020,old,midle,353 748 тыс. руб. в год,215.46184953624663,1039.2026649341985,Новые Черёмушки,"[55.670077, 37.554493]",Черемушки,19845.0,279.42364117502615,Парк 70-летия Победы,"[55.66524215, 37.56842962]",145770.75902152178,2892.8207127820997,4546.262686567165,324483.35820895527,5499.717935745004,59.0,615.8275958058165,4.0,,,,,,,,,,,
1911,"Неодэнт, стоматологическая клиника",Московская область,Москва,Раменки район,"Ломоносовский проспект, 29 к2",119192.0,7 (495) 783-57-50,,,mail@mail.ru,http://neodent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,https://facebook.com/neodent.zubampolezno,,,,,https://instagram.com/neodent.ru,55.702093,37.514598,"[55.702093, 37.514598]",09.02.2020,old,midle,12 348 тыс. руб. в год,44.6760248343846,1651.1088537929552,Университет,"[55.69244, 37.534532]",Раменки,7504.0,332.50789627009425,Метро Ломоносовский проспект,"[55.70477368581193, 37.51226658539523]",6267.274192308006,47.02962553907927,0.0,117605.73134328358,4523.297359357061,26.0,22.71892679887829,0.0,,,,,,,,,,,
1912,Стоматологический кабинет,Московская область,Москва,Академический район,"Вавилова, 61 к2",117292.0,7 (495) 103-46-66,,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.686856,37.556327,"[55.686856, 37.556327]",09.02.2020,old,midle,368 091 тыс. руб. в год,410.36119305420965,1073.719017668435,Академическая,"[55.68766, 37.573339]",Академический,18736.0,56.809647358290285,Больница им. Виноградова,"[55.68651877, 37.55564916]",528764.4095217054,9906.929976798672,1392.6000000000001,398807.00597014924,4583.988574369532,87.0,1430.241844926337,0.0,,,,,,,,,,,
1913,"Грин, стоматологическая клиника",Московская область,Москва,,"Столярный переулок, 3 к3",123022.0,7 (495) 609-33-16,7-903-790-19-61,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.763483,37.570192,"[55.763483, 37.570192]",09.02.2020,old,midle,158 739 тыс. руб. в год,77.82474663989987,557.684203580342,Улица 1905 года,"[55.764273, 37.561419]",Пресненский,10894.0,118.27102136117568,Гос. Биологический музей,"[55.7640371683, 37.5717994124]",19018.010335232862,207.1822045920268,850.2985074626866,169500.39402985075,1324.221828358209,128.0,20.329753825592633,1.0,,,,,,,,,,,
1914,"Эго-Доктор, стоматологическая клиника",Московская область,Москва,Хамовники район,"Денежный переулок, 7 ст2",119002.0,7 (495) 210-09-90,,,,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.743678,37.586931,"[55.743678, 37.586931]",09.02.2020,old,midle,148 851 тыс. руб. в год,323.1523839981465,482.1203493588624,Смоленская,"[55.747642, 37.583841]",Арбат,16838.0,199.86211938392006,1-й Неопалимовский пер.,"[55.74235773967738, 37.584774897575656]",327902.2347107726,5521.217828059989,1600.4507462686568,128344.05671641792,994.9151683443249,129.0,537.5697358173137,7.0,,,,,,,,,,,
1915,"Art Oral, стоматологический бутик",Московская область,Москва,Басманный район,"Жуковского, 2",105062.0,"7 (495) 623-43-89, 7 (495) 624-66-29",,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.763848,37.64501,"[55.763848, 37.64501]",09.02.2020,old,midle,478 816 тыс. руб. в год,53.05000963473957,410.8867093976645,Чистые пруды,"[55.764794, 37.638683]",Красносельский,9785.0,153.4093588684092,Б. Харитоньевский пер.,"[55.76315028, 37.64290262]",8836.913059852319,86.46919429065494,2758.7462686567164,225727.80000000002,1446.9730769230769,156.0,6.961878719811705,5.0,,,,,,,,,,,
